feature,mean_shift_z,missing_rate_train,missing_rate_test,missing_rate_gap,train_mean,test_mean
AMT_INCOME_TOTAL_CAPPED,0.05354188881392969,0.0,0.0,0.0,168512.9267806738,164022.0914882201
AMT_REQ_CREDIT_BUREAU_YEAR,0.05337411978192823,0.15168612402848689,0.1070516885355186,-0.04463443549296829,1.8618506379417195,1.960195924907591
EXT_SOURCE_CREDIT_RATIO,0.05231064278862831,0.0006232859636000997,0.00039022486707965465,-0.00023306109652044502,0.1959393579258918,0.2051713981614932
FLAG_EMAIL,0.04372015670505654,0.0,0.0,0.0,0.06260501013517175,0.05201372290782563
FLAG_DOCUMENT_11,0.037262484888539,0.0,0.0,0.0,0.0049808678308564495,0.00235760857193958
FLAG_DOCUMENT_18,0.03383212951964513,0.0,0.0,0.0,0.009295090674558009,0.006048485439734647
HOUSING_MISSING_COUNT,0.03371078264832912,0.0,0.0,0.0,6.92448484060139,6.718810464530185
AMT_GOODS_PRICE,0.03014158272366307,0.0009376388843723239,0.0008454872120059184,-9.215167236640556e-05,536338.254403715,547391.3245105856
AMT_CREDIT,0.026223053385036457,0.0,0.0,0.0,597383.206708725,607880.031486269
REGION_RATING_CLIENT_W_CITY,0.025834827572810148,0.0,0.0,0.0,2.029955665398415,2.043119847812302
FLAG_DOCUMENT_9,0.024639454336730336,0.0,0.0,0.0,0.004671934788028574,0.002991723980944019
LIVINGAPARTMENTS_AVG,0.02303178976740478,0.6891754197695468,0.6754629855454205,-0.013712434224126269,0.10109203473469458,0.09893698396793588
LIVINGAPARTMENTS_MODE,0.022990039943104477,0.6891754197695468,0.6754629855454205,-0.013712434224126269,0.10591855132609113,0.10364852705410821
LIVINGAPARTMENTS_MEDI,0.022797118810010144,0.6891754197695468,0.6754629855454205,-0.013712434224126269,0.102261242567438,0.1001065130260521
FLAG_DOCUMENT_14,0.02151377845669664,0.0,0.0,0.0,0.0035175007858823017,0.0022437929857080144
REGION_RATING_CLIENT,0.020848296244062862,0.0,0.0,0.0,2.052160905336412,2.0629075004471327
FLAG_DOCUMENT_21,0.019964170373855148,0.0,0.0,0.0,0.0005203082826574745,6.50374778466091e-05
ENTRANCES_MODE,0.018371065490760192,0.5121730458630072,0.4955205437133148,-0.016652502149692383,0.1437942560023109,0.14564614690430913
ENTRANCES_MEDI,0.01835093780836362,0.5121730458630072,0.4955205437133148,-0.016652502149692383,0.14781198017931937,0.14965140361620524
ENTRANCES_AVG,0.017949597508583822,0.5121730458630072,0.4955205437133148,-0.016652502149692383,0.14834029464374993,0.15013366100493117
CREDIT_PER_FAM_MEMBER,0.01741093347482876,5.419877944348693e-06,1.6259369461652276e-05,1.0839491517303582e-05,324818.588430575,320286.88079871336
AMT_INCOME_TOTAL,0.016617225865619555,0.0,0.0,0.0,171361.81403637282,166524.62099897565
DEF_60_CNT_SOCIAL_CIRCLE,0.016525220346362057,0.0033332249357744463,0.00292668650309741,-0.00040653843267703625,0.1021637818055261,0.09611401920975816
FLAG_DOCUMENT_13,0.01581333348739249,0.0,0.0,0.0,0.0038210139507658288,0.0028453896557891485
COMMONAREA_MODE,0.01566308847957855,0.7039771064355631,0.690031380583061,-0.013945725852502089,0.042977251089384445,0.04179100923206042
OBS_60_CNT_SOCIAL_CIRCLE,0.015486023440584881,0.0033332249357744463,0.00292668650309741,-0.00040653843267703625,1.3934885339684921,1.4307029988748103
COMMONAREA_MEDI,0.014734799409744462,0.7039771064355631,0.690031380583061,-0.013945725852502089,0.04502934563696949,0.04388718527066723
COMMONAREA_AVG,0.014664651365697187,0.7039771064355631,0.690031380583061,-0.013945725852502089,0.045029995605844225,0.04389678976080571
OBS_30_CNT_SOCIAL_CIRCLE,0.014612620165089803,0.0033332249357744463,0.00292668650309741,-0.00040653843267703625,1.410949964924874,1.4463904244736885
FLAG_DOCUMENT_5,0.013965650553775357,0.0,0.0,0.0,0.015771844818054697,0.014031835845405915
DEF_30_CNT_SOCIAL_CIRCLE,0.01293279469752831,0.0033332249357744463,0.00292668650309741,-0.00040653843267703625,0.1453578478555231,0.13952350667775548
HOUSING_QUALITY_STD,0.01283657139713565,0.49250430880296575,0.4770499000048778,-0.01545440879808796,0.3134464122356541,0.3127670091336945
EXT_SOURCE_COUNT,0.012375290590763914,0.0,0.0,0.0,2.2475204058404605,2.2393866965839067
REGION_POPULATION_RELATIVE,0.012135237741245879,0.0,0.0,0.0,0.020819212334558215,0.02098946509926344
AMT_REQ_CREDIT_BUREAU_QRT,0.00966632744920768,0.15168612402848689,0.1070516885355186,-0.04463443549296829,0.2625623726192986,0.2712358200258563
EXT_SOURCE_STD,0.009654763516792196,0.12161664119324032,0.11173438694047445,-0.00988225425276587,0.15156722242651577,0.15061855734683666
FLAG_DOCUMENT_17,0.009018138341486048,0.0,0.0,0.0,0.0003251926766609216,0.00016259369461652277
FLAG_DOCUMENT_15,0.008223913177088595,0.0,0.0,0.0,0.0012682514389775943,0.0009755621676991366
NONLIVINGAREA_MEDI,0.00802677826949522,0.559981789210107,0.5425914183047982,-0.017390370905308816,0.02837237208385683,0.02780150718043509
FLAG_DOCUMENT_16,0.007904035697343905,0.0,0.0,0.0,0.01041158553109384,0.009609287351836495
YEARS_BEGINEXPLUATATION_MEDI,0.0075520908958495265,0.49615730653745677,0.480594442547518,-0.01556286398993878,0.977583354488931,0.9780453748630458
YEARS_BUILD_MODE,0.007535512689099116,0.670932110608869,0.6562118921028243,-0.014720218506044769,0.759879586593099,0.7590347237987136
YEARS_BUILD_MEDI,0.007379484544476641,0.670932110608869,0.6562118921028243,-0.014720218506044769,0.7560158708721073,0.7551730845629966
NONLIVINGAREA_AVG,0.007369840060562625,0.559981789210107,0.5425914183047982,-0.017390370905308816,0.02848566747961471,0.027967311246978526
YEARS_BUILD_AVG,0.00732897883229882,0.670932110608869,0.6562118921028243,-0.014720218506044769,0.7527408910483405,0.7518947408248202
OWN_CAR_AGE,0.00704683668249424,0.650911081482445,0.6666829260361283,0.0157718445536833,12.073809560775668,11.987853658536585
YEARS_BEGINEXPLUATATION_AVG,0.0069728605680187995,0.49615730653745677,0.480594442547518,-0.01556286398993878,0.9775703061465975,0.9779917044920959
FLOORSMAX_MEDI,0.00677041671578514,0.5061895006124462,0.48994357998796806,-0.016245920624478105,0.2253652676405703,0.22635682817978964
BASEMENTAREA_AVG,0.006731616985724886,0.5927666308954722,0.5758743475928003,-0.016892283302671895,0.08761089875826823,0.0881573663024727
NONLIVINGAREA_MODE,0.006631740099389353,0.559981789210107,0.5425914183047982,-0.017390370905308816,0.027102744315522384,0.026630829660173463
BASEMENTAREA_MEDI,0.0066019305757692125,0.5927666308954722,0.5758743475928003,-0.016892283302671895,0.08711547706190027,0.08764936170212766
FLOORSMAX_AVG,0.006562865316834931,0.5061895006124462,0.48994357998796806,-0.016245920624478105,0.2257586295836946,0.22671680905323557
FLAG_CONT_MOBILE,0.006439038752676737,0.0,0.0,0.0,0.9980054849164797,0.9982927662065265
FLAG_DOCUMENT_4,0.006211345123132505,0.0,0.0,0.0,9.213792505392779e-05,3.251873892330455e-05
APARTMENTS_MODE,0.006005539564362517,0.5154629117752269,0.5005934669853503,-0.014869444789876507,0.11389682214765101,0.11324841933908514
FLOORSMAX_MODE,0.005508260339544094,0.5061895006124462,0.48994357998796806,-0.016245920624478105,0.22180000658537383,0.2225989352884922
APARTMENTS_MEDI,0.005080334293360548,0.5154629117752269,0.5005934669853503,-0.014869444789876507,0.1175226375838926,0.11696847143089696
APARTMENTS_AVG,0.0048260172794840316,0.5154629117752269,0.5005934669853503,-0.014869444789876507,0.11710545078299776,0.1165831613218297
AMT_ANNUITY,0.00477942174775351,4.3359023554789544e-05,0.0,-4.3359023554789544e-05,27344.50439300155,27275.388322520852
AMT_REQ_CREDIT_BUREAU_HOUR,0.00470896679115727,0.15168612402848689,0.1070516885355186,-0.04463443549296829,0.006702061730524729,0.0063001875489357055
BASEMENTAREA_MODE,0.004204782297922232,0.5927666308954722,0.5758743475928003,-0.016892283302671895,0.0867123773906331,0.08706158711903392
YEARS_BEGINEXPLUATATION_MODE,0.0038204746526000833,0.49615730653745677,0.480594442547518,-0.01556286398993878,0.9769237677760804,0.9771739928001252
AMT_REQ_CREDIT_BUREAU_MON,0.0032629535638081025,0.15168612402848689,0.1070516885355186,-0.04463443549296829,0.26289460065551146,0.26580964693457637
FLOORSMIN_MEDI,0.003248041709183656,0.6840048562106381,0.6708453246183113,-0.013159531592326856,0.23121679673430184,0.23174797470855563
FLOORSMIN_AVG,0.003106582340774565,0.6840048562106381,0.6708453246183113,-0.013159531592326856,0.23147211635764883,0.231978304682869
LANDAREA_AVG,0.003061726478440416,0.6010861435400475,0.5854185974667903,-0.015667546073257266,0.06567368957365288,0.06542717075849086
FLOORSMIN_MODE,0.0030362428903666894,0.6840048562106381,0.6708453246183113,-0.013159531592326856,0.22763023515084982,0.22812441217150764
LIVINGAREA_AVG,0.0029948697266467057,0.5099563157837685,0.49556932182169977,-0.014386993962068773,0.10670888891346664,0.10703969829809178
LIVINGAREA_MODE,0.0029420092743915687,0.5099563157837685,0.49556932182169977,-0.014386993962068773,0.10520773756857192,0.10553618166580712
LANDAREA_MEDI,0.002868155299115123,0.6010861435400475,0.5854185974667903,-0.015667546073257266,0.0665051126328089,0.06627134677229587
FLAG_DOCUMENT_2,0.0028511829335266274,0.0,0.0,0.0,3.2519267666092156e-05,4.877810838495683e-05
AMT_REQ_CREDIT_BUREAU_WEEK,0.0028023901795713774,0.15168612402848689,0.1070516885355186,-0.04463443549296829,0.034641161775886636,0.03521549918971576
AMT_REQ_CREDIT_BUREAU_DAY,0.0027816653344709206,0.15168612402848689,0.1070516885355186,-0.04463443549296829,0.00706623477021959,0.007374496986470984
LANDAREA_MODE,0.0027512324505697744,0.6010861435400475,0.5854185974667903,-0.015667546073257266,0.06431934594168638,0.06409621538944232
LIVINGAREA_MEDI,0.0024256493096863297,0.5099563157837685,0.49556932182169977,-0.014386993962068773,0.10792049305432666,0.10819261217122227
FLAG_MOBIL,0.0023280631315153394,0.0,0.0,0.0,0.9999945801220557,1.0
NONLIVINGAPARTMENTS_AVG,0.0023129182950667833,0.6999934961464668,0.6867144692128839,-0.01327902693358285,0.008791388000650371,0.008903259290014532
FLAG_DOCUMENT_19,0.0022308920217061017,0.0,0.0,0.0,0.0005907666959340075,0.0005365591922345251
TOTALAREA_MODE,0.002132540764060733,0.4911005604153795,0.47571663170902234,-0.01538392870635713,0.1019197124447521,0.10214898743991317
ELEVATORS_MODE,0.001688401085059031,0.5419769546789807,0.5242020714436694,-0.01777488323531129,0.07379323732664363,0.07357027987561084
FLAG_DOCUMENT_20,0.0016554296097937567,0.0,0.0,0.0,0.0005257281606018232,0.0004877810838495683
ELEVATORS_MEDI,0.0011799638545546105,0.5419769546789807,0.5242020714436694,-0.01777488323531129,0.07737468642022059,0.07721627994395655
NONLIVINGAPARTMENTS_MEDI,0.0011209930395552085,0.6999934961464668,0.6867144692128839,-0.01327902693358285,0.008647475294925294,0.008701567365580237
HOUSING_QUALITY_MEAN,0.0008712973927885841,0.4902171203104506,0.47488740386647804,-0.015329716443972574,0.21757919556347705,0.2176515562876232
NONLIVINGAPARTMENTS_MODE,0.0008460334803560957,0.6999934961464668,0.6867144692128839,-0.01327902693358285,0.008075253373800877,0.008115092381150093
FLAG_DOCUMENT_7,0.0007983567638765002,0.0,0.0,0.0,0.00018427585010785558,0.00019511243353982733
ELEVATORS_AVG,0.0006483242933267534,0.5419769546789807,0.5242020714436694,-0.01777488323531129,0.07820746911535004,0.07812038410279191
SK_ID_CURR,0.0003045944740482163,0.0,0.0,0.0,278225.8210085309,278194.5079264426
FLAG_DOCUMENT_12,1.6259369461652276e-05,0.0,0.0,0.0,0.0,1.6259369461652276e-05
FLAG_DOCUMENT_10,6.556339498902726e-08,0.0,0.0,0.0,1.6259633833046078e-05,1.6259369461652276e-05
